uid_,uid,manufacturerName,modelName,fixtureName,whCode,serialNumber,fwVersion,errors (not read),errors (total),lamp lifetime (hrs),led engine (w/hrs),fixture lifetime (hrs)
4.35026E+11,435026255307,Clay Paky,A.leda B-Eye K10,S/N AG009854,1.cp_k10_108,,2.25.004,0,6,-,2714,1007
435026258A79,435026258A79,Clay Paky,A.leda B-Eye K10,S/N AG009709,1.cp_k10_105,,2.25.004,0,7,-,104,23
4350262569AB,4350262569AB,Clay Paky,A.leda B-Eye K10,S/N AG009855,1.cp_k10_106,,2.25.004,0,132,-,3318,1955
435026253F04,435026253F04,Clay Paky,A.leda B-Eye K10,S/N AG009652,1.cp_k10_107,,2.25.004,0,7,-,3497,1419
4350262569AE,4350262569AE,Clay Paky,A.leda B-Eye K10,S/N  AG009653,1.cp_k10_102,,2.25.004,0,5,-,2406,912
4350262569CB,4350262569CB,Clay Paky,A.leda B-Eye K10,S/N AG009689,1.cp_k10_101,,2.25.004,0,2,-,3049,1893
435026253F0B,435026253F0B,Clay Paky,A.leda B-Eye K10,S/N AG009651,1.cp_k10_103,,2.25.004,0,9,-,2698,970
435026253CAB,435026253CAB,Clay Paky,A.leda B-Eye K10,S/N AG009680,1.cp_k10_104,,2.25.005,0,3,-,1103,530
43502421EB81,43502421EB81,Clay Paky,A.leda B-Eye K20,S/N AD000812,1.cp_k20b_041,,2.25.002,0,2480,-,15728,9730
43502421B27E,43502421B27E,Clay Paky,A.leda B-Eye K20,S/N AD000797/6,1.cp_k20b_034,,2.25.002,0,5937,-,14833,9757
435024254AE1,435024254AE1,Clay Paky,A.leda B-Eye K20,S/N AG004789,1.cp_k20b_009,,2.25.004,0,161,-,6279,3473
435024254AB4,435024254AB4,Clay Paky,A.leda B-Eye K20,S/N AD000821,1.cp_k20b_002,,2.25.005,0,2,-,11420,7216
43502421B128,43502421B128,Clay Paky,A.leda B-Eye K20,S/N AD000802/6,1.cp_k20b_015,,2.25.002,0,6145,-,14119,9204
43502421B213,43502421B213,Clay Paky,A.leda B-Eye K20,S/N AD000819,1.cp_k20b_020,,2.25.002,0,269,-,16103,9214
43502421AED1,43502421AED1,Clay Paky,A.leda B-Eye K20,S/N AD000802/05,1.cp_k20b_013,,2.25.002,0,11489,-,23144,10646
435024254AC1,435024254AC1,Clay Paky,A.leda B-Eye K20,S/N AF012215,1.cp_k20b_064,,2.25.005,0,41,-,13088,8211
435024254A76,435024254A76,Clay Paky,A.leda B-Eye K20,S/N AF012081,1.cp_k20b_062,,2.25.002,0,22,-,11035,6882
43502421EBE7,43502421EBE7,Clay Paky,A.leda B-Eye K20,S/N AD000810,1.cp_k20b_024,,2.25.002,0,9,-,17038,9113
4350242548ED,4350242548ED,Clay Paky,A.leda B-Eye K20,S/N AF011906,1.cp_k20b_054,,2.25.002,0,3,-,8824,5938
43502421B228,43502421B228,Clay Paky,A.leda B-Eye K20,S/N AD000787/5,1.cp_k20b_004,,2.25.002,0,10417,-,17564,9404
435024252B0E,435024252B0E,Clay Paky,A.leda B-Eye K20,S/N AE022129,1.cp_k20b_076,,2.25.002,0,67,-,6126,6445
43502425B95D,43502425B95D,Clay Paky,A.leda B-Eye K20,S/N AF012099,1.cp_k20b_050,,2.25.005,0,524,-,2943,1682
43502421EB25,43502421EB25,Clay Paky,A.leda B-Eye K20,S/N AD000815,1.cp_k20b_022,,2.25.002,0,360,-,16003,8587
4.35E+12,4350242549E3,Clay Paky,A.leda B-Eye K20,S/N AD000821/6,1.cp_k20b_072,,2.25.004,0,45,-,12170,6432
4350242226A5,4350242226A5,Clay Paky,A.leda B-Eye K20,S/N AE001877/06,1.cp_k20b_080,,2.25.002,0,873,-,10517,10133
435024254ABB,435024254ABB,Clay Paky,A.leda B-Eye K20,S/N AF012096,1.cp_k20b_049,,2.25.002,0,10,-,12216,7161
43502421B10B,43502421B10B,Clay Paky,A.leda B-Eye K20,S/N BA000229,1.cp_k20b_005,,2.25.002,0,10,-,17415,11459
435024254A6D,435024254A6D,Clay Paky,A.leda B-Eye K20,S/N AF012162,1.cp_k20b_051,,2.25.002,0,0,-,12504,7520
43502421B264,43502421B264,Clay Paky,A.leda B-Eye K20,S/N AD000401,1.cp_k20b_035,,2.25.001,0,2264,-,13272,7915
4.35024E+11,435024254881,Clay Paky,A.leda B-Eye K20,S/N AF010641,1.cp_k20b_074,,2.25.002,0,59,-,11903,6837
43502421B1E2,43502421B1E2,Clay Paky,A.leda B-Eye K20,S/N AD000809,1.cp_k20b_043,,2.25.005,0,9547,-,24121,11278
43502421EBEB,43502421EBEB,Clay Paky,A.leda B-Eye K20,S/N AD000540,1.cp_k20b_026,,2.25.002,0,5882,-,17199,10017
43502421B221,43502421B221,Clay Paky,A.leda B-Eye K20,S/N AD000771,1.cp_k20b_021,,2.25.004,0,852,-,14664,8184
435024254B5E,435024254B5E,Clay Paky,A.leda B-Eye K20,S/N AF012164,1.cp_k20b_067,,2.25.002,0,1,-,16029,8689
43502421B23A,43502421B23A,Clay Paky,A.leda B-Eye K20,S/N AD000823,1.cp_k20b_028,,2.25.002,0,9550,-,16718,9502
43502421AF8F,43502421AF8F,Clay Paky,A.leda B-Eye K20,S/N AD000400,1.cp_k20b_010,,2.25.005,0,4716,-,17501,9324
43502421EB9F,43502421EB9F,Clay Paky,A.leda B-Eye K20,S/N AF012082,1.cp_k20b_075,,2.25.002,0,2,-,18755,10460
43502421B13E,43502421B13E,Clay Paky,A.leda B-Eye K20,S/N AD000397/4,1.cp_k20b_003,,2.25.002,0,13897,-,19339,9382
43502421B283,43502421B283,Clay Paky,A.leda B-Eye K20,S/N AD000396,1.cp_k20b_018,,2.25.002,0,1782,-,18663,9564
43502421B240,43502421B240,Clay Paky,A.leda B-Eye K20,S/N AF012202,1.cp_k20b_057,,2.25.002,0,6790,-,10765,6478
43502421B293,43502421B293,Clay Paky,A.leda B-Eye K20,S/N AD000805,1.cp_k20b_031,,2.25.002,0,3788,-,16773,10774
435024254A58,435024254A58,Clay Paky,A.leda B-Eye K20,S/N AF011766,1.cp_k20b_058,,2.25.002,0,32,-,11391,7002
43502421EB24,43502421EB24,Clay Paky,A.leda B-Eye K20,S/N AD000798/05,1.cp_k20b_019,,2.25.002,0,270,-,14905,9202
43502421B273,43502421B273,Clay Paky,A.leda B-Eye K20,S/N AD000796,1.cp_k20b_033,,2.25.002,0,1806,-,16455,10095
43502421EB38,43502421EB38,Clay Paky,A.leda B-Eye K20,S/N AD000789,1.cp_k20b_027,,2.25.002,0,1,-,17853,10036
435024222A2E,435024222A2E,Clay Paky,A.leda B-Eye K20,S/N AE003189/19,1.cp_k20b_,,2.25.002,0,1472,-,12607,7640
435024254A8B,435024254A8B,Clay Paky,A.leda B-Eye K20,ОШИБКА,1.cp_k20b_,,2.25.002,0,1,-,14484,8125
435024254B52,435024254B52,Clay Paky,A.leda B-Eye K20,S/N AF012161,1.cp_k20b_056,,2.25.005,0,4,-,12665,7667
435024254A72,435024254A72,Clay Paky,A.leda B-Eye K20,S/N AF012165,1.cp_k20b_060,,2.25.002,0,3,-,14577,8167
43502421B231,43502421B231,Clay Paky,A.leda B-Eye K20,S/N AD000811,1.cp_k20b_012,,2.25.005,0,3501,-,12819,8871
43502421B1D0,43502421B1D0,Clay Paky,A.leda B-Eye K20,S/N AD000803/5,1.cp_k20b_025,,2.25.002,0,6725,-,23858,11886
43502421EBB7,43502421EBB7,Clay Paky,A.leda B-Eye K20,S/N AD000770,1.cp_k20b_036,,2.25.002,0,4,-,5395,9760
435024221F14,435024221F14,Clay Paky,A.leda B-Eye K20,S/N AE005911/113,1.cp_k20b_006,,2.25.002,0,54,-,9761,7908
43502421B1CC,43502421B1CC,Clay Paky,A.leda B-Eye K20,S/N AD000801,1.cp_k20b_029,,2.25.002,0,7267,-,26475,12285
43502425AD56,43502425AD56,Clay Paky,A.leda B-Eye K20,S/N AC021945/51,1.cp_k20b_023,,2.25.005,0,1013,-,3999,3155
4.35E+18,4350242548E9,Clay Paky,A.leda B-Eye K20,S/N AD000397,1.cp_k20b_059,,2.25.002,0,24,-,13499,7445
43502421B193,43502421B193,Clay Paky,A.leda B-Eye K20,S/N AD000791,1.cp_k20b_047,,2.25.005,0,4224,-,17355,10369
435024254AC2,435024254AC2,Clay Paky,A.leda B-Eye K20,S/N AF012169,1.cp_k20b_065,,2.25.002,0,116,-,12326,6905
43502421B152,43502421B152,Clay Paky,A.leda B-Eye K20,S/N AD000788,1.cp_k20b_009,,2.25.002,0,199,-,14816,9190
4350242250DE,4350242250DE,Clay Paky,A.leda B-Eye K20,S/N AE022197,1.cp_k20b_077,,2.25.005,0,1832,-,9410,7076
435024254AB2,435024254AB2,Clay Paky,A.leda B-Eye K20,S/N AD000814,1.cp_k20b_011,,2.25.002,0,300,-,12633,6572
43502421B1D8,43502421B1D8,Clay Paky,A.leda B-Eye K20,S/N AD000808/6,1.cp_k20b_008,,2.25.002,0,6543,-,13138,8646
43502421AFA1,43502421AFA1,Clay Paky,A.leda B-Eye K20,S/N AD000790,1.cp_k20b_032,,2.25.002,0,161,-,13615,9248
435024224D47,435024224D47,Clay Paky,A.leda B-Eye K20,S/N AE017264/16,1.cp_k20b_,,2.25.002,0,4646,-,5547,6410
435024224DE3,435024224DE3,Clay Paky,A.leda B-Eye K20,S/N AE021320,1.cp_k20b_074,,2.25.002,0,1194,-,9512,7473
43502421B1C0,43502421B1C0,Clay Paky,A.leda B-Eye K20,S/N AD000817,1.cp_k20b_037,,2.25.005,0,13473,-,15069,10152
43502422281D,43502422281D,Clay Paky,A.leda B-Eye K20,S/N AE003377/9,1.cp_k20b_078,,2.25.002,0,528,-,11051,8437
43502421B1A9,43502421B1A9,Clay Paky,A.leda B-Eye K20,S/N AD000397/6,1.cp_k20b_039,,2.25.002,0,307,-,16066,10686
435024254A31,435024254A31,Clay Paky,A.leda B-Eye K20,S/N AF012896,1.cp_k20b_053,,2.25.002,0,2,-,11666,6444
43502421B245,43502421B245,Clay Paky,A.leda B-Eye K20,S/N AD000771,1.cp_k20b_069,,2.25.002,0,2327,-,16718,9650
435024254AC8,435024254AC8,Clay Paky,A.leda B-Eye K20,S/N AF012217,1.cp_k20b_066,,2.25.004,0,1,-,15130,9076
435024221D8E,435024221D8E,Clay Paky,A.leda B-Eye K20,S/N AE001476,1.cp_k20b_079,,2.25.002,0,658,-,10020,7622
43502421AF6C,43502421AF6C,Clay Paky,A.leda B-Eye K20,S/N AD000399,1.cp_k20b_003,,2.25.002,0,1487,-,16044,11675
43502421B276,43502421B276,Clay Paky,A.leda B-Eye K20,S/N AI002452,,,2.25.002,0,11649,-,12760,6970
435024254A70,435024254A70,Clay Paky,A.leda B-Eye K20,S/N AF012216,1.cp_k20b_063,,2.25.005,0,61,-,5609,7688
43502425B107,43502425B107,Clay Paky,A.leda B-Eye K20,S/N AF012166,1.cp_k20b_073,,2.25.005,0,123,-,4670,2986
43502421B28F,43502421B28F,Clay Paky,A.leda B-Eye K20,S/N AD000800,1.cp_k20b_047,,2.25.002,0,2659,-,17528,11109
435024254B55,435024254B55,Clay Paky,A.leda B-Eye K20,S/N AF012218,1.cp_k20b_061,,2.25.002,0,240,-,11298,7383
435024252BEF,435024252BEF,Clay Paky,A.leda B-Eye K20,S/N AE022039,1.cp_k20b_081,,2.25.002,0,199,-,6855,7464
43502421EBD0,43502421EBD0,Clay Paky,A.leda B-Eye K20,S/N AD000792,1.cp_k20b_012,,2.25.004,0,0,-,18179,10227
435024254AF4,435024254AF4,Clay Paky,A.leda B-Eye K20,S/N AA000012,1.cp_k20b_001,,2.25.005,0,1051,-,12427,6692
43502421EB91,43502421EB91,Clay Paky,A.leda B-Eye K20,S/N AD000769/5,1.cp_k20b_007,,2.25.005,0,9390,-,3230,9844
43502421EB27,43502421EB27,Clay Paky,A.leda B-Eye K20,S/N AD000813,1.cp_k20b_044,,2.25.002,0,8812,-,14821,8831
43501E2198CB,43501E2198CB,Clay Paky,A.leda Wash K10,S/N AB018779,1.cp_k10_043,,2.25.005,0,59,-,3564,9860
43501E21834B,43501E21834B,Clay Paky,A.leda Wash K10,S/N AB016171,1.cp_k10_023,,2.25.005,0,214,-,16527,9566
43501E218321,43501E218321,Clay Paky,A.leda Wash K10,S/N AB016170,1.cp_k10_021,,2.25.005,0,23,-,12625,7251
43501E2182AB,43501E2182AB,Clay Paky,A.leda Wash K10,S/N AB016176,1.cp_k10_040,,2.25.002,0,10052,-,14848,8615
43501E2198DA,43501E2198DA,Clay Paky,A.leda Wash K10,S/N AB018750,1.cp_k10_006,,2.24.001,0,23,-,8284,8004
43501E217606,43501E217606,Clay Paky,A.leda Wash K10,S/N AB016179,1.cp_k10_015,,2.25.002,0,30,-,12781,9085
43501E2182FF,43501E2182FF,Clay Paky,A.leda Wash K10,,,,2.25.002,0,0,-,15233,10095
43501E218458,43501E218458,Clay Paky,A.leda Wash K10,S/N AB018880,1.cp_k10_004,,2.25.002,0,37,-,14500,9266
43501E2182C2,43501E2182C2,Clay Paky,A.leda Wash K10,S/N AB018883,1.cp_k10_048,,2.25.002,0,27,-,15625,9647
43501E218371,43501E218371,Clay Paky,A.leda Wash K10,S/N AB018882,,,2.25.002,0,19,-,13560,7482
43501E218337,43501E218337,Clay Paky,A.leda Wash K10,S/N AB019035,1.cp_k10_001,,2.25.002,0,23,-,13689,8931
43501E2182E1,43501E2182E1,Clay Paky,A.leda Wash K10,S/N AB019034,1.cp_k10_007,,2.25.002,0,14,-,15182,9358
43501E2182F2,43501E2182F2,Clay Paky,A.leda Wash K10,S/N AB018997,1.cp_k10_022,,2.25.002,0,26,-,12043,8399
43501E21827D,43501E21827D,Clay Paky,A.leda Wash K10,S/N AB018774,1.cp_k10_014,,2.25.002,0,27,-,15864,9327
43501E2198D4,43501E2198D4,Clay Paky,A.leda Wash K10,S/N AB016172,1.cp_k10_043,,2.24.004,0,47,-,381,8051
43501E219E39,43501E219E39,Clay Paky,A.leda Wash K10,S/N AB018781,1.cp_k10_033,,2.25.002,0,94,-,3195,8933
43501E21834E,43501E21834E,Clay Paky,A.leda Wash K10,S/N AB016178,1.cp_k10_024,,2.24.004,0,38,-,12332,8134
43501E2182B0,43501E2182B0,Clay Paky,A.leda Wash K10,S/N AB016405,1.cp_k10_020,,2.24.004,0,34,-,13035,8821
43501E218311,43501E218311,Clay Paky,A.leda Wash K10,S/N AB018881,1.cp_k10_041,,2.25.002,0,32,-,15740,9474
43501E2182A8,43501E2182A8,Clay Paky,A.leda Wash K10,S/N AB 016169,1.cp_k10_038,,2.25.002,0,25,-,14122,8065
43501E218352,43501E218352,Clay Paky,A.leda Wash K10,S/N AB01651_,1.cp_k10_025,,2.25.004,0,0,-,17274,10356
43501E2182AF,43501E2182AF,Clay Paky,A.leda Wash K10,S/N AB015533,1.cp_k10_010,,2.25.002,0,0,-,16764,9794
43501E21991B,43501E21991B,Clay Paky,A.leda Wash K10,S/N AB018754,1.cp_k10_039,,2.24.004,0,26,-,11261,7480
43501E2182ED,43501E2182ED,Clay Paky,A.leda Wash K10,,,,2.25.002,0,28,-,14248,9174
43501E219910,43501E219910,Clay Paky,A.leda Wash K10,S/N AB016250,1.cp_k10_029,,2.25.005,0,45,-,15728,10232
43501E2198CA,43501E2198CA,Clay Paky,A.leda Wash K10,S/N AB0162249,1.cp_k10_028,,2.25.002,0,59,-,11838,7890
43501E219926,43501E219926,Clay Paky,A.leda Wash K10,S/N AB018744,1.cp_k10_027,,2.24.004,0,29,-,11950,8706
43501E218269,43501E218269,Clay Paky,A.leda Wash K10,S/N AB019005,1.cp_k10_031,,2.25.002,0,35,-,11843,8787
43501E2175DF,43501E2175DF,Clay Paky,A.leda Wash K10,S/N AB016583,1.cp_k10_019,,2.25.002,0,66,-,13674,9476
43501E21779F,43501E21779F,Clay Paky,A.leda Wash K10,S/N AB016584,1.cp_k10_009,S/N AB016584,2.25.002,0,41,-,15379,7579
43501E2182BF,43501E2182BF,Clay Paky,A.leda Wash K10,S/N AB018751,1.cp_k10_018,,2.25.002,0,112,-,13421,8975
43501E21837A,43501E21837A,Clay Paky,A.leda Wash K10,S/N AB0187778,1.cp_k10_042,,2.25.002,0,30,-,13520,9737
43501E219E3C,43501E219E3C,Clay Paky,A.leda Wash K10,S/N AB018891,1.cp_k10_003,,2.25.005,0,148,-,13899,10241
43501E2182EF,43501E2182EF,Clay Paky,A.leda Wash K10,S/N AB019005,1.cp_k10_031,,2.24.004,0,80,-,12551,8502
43501E21837C,43501E21837C,Clay Paky,A.leda Wash K10,S/N AB018780,1.cp_k10_005,,2.25.002,0,43,-,12408,8608
43501E218378,43501E218378,Clay Paky,A.leda Wash K10,S/N AB016783,1.cp_k10_012,,2.25.002,0,32,-,12645,9002
43501E2198F6,43501E2198F6,Clay Paky,A.leda Wash K10,S/N AB018753,1.cp_k10_032,,2.25.005,0,22,-,11879,6861
43501E2182FD,43501E2182FD,Clay Paky,A.leda Wash K10,S/N AB016768,1.cp_k10_008,,2.25.005,0,43,-,16234,10206
43501E2182C3,43501E2182C3,Clay Paky,A.leda Wash K10,,,,2.25.002,0,36,-,14104,8849
43501E2183E9,43501E2183E9,Clay Paky,A.leda Wash K10,S/N AB018777,1.cp_k10_026,,2.24.004,0,21,-,10482,7489
43501E218370,43501E218370,Clay Paky,A.leda Wash K10,S/N AB016248,1.cp_k10_045,,2.25.002,0,35,-,13974,8717
435004010BBB,435004010BBB,Clay Paky,Alpha Beam 1500,S/N AZ006516,1.cp_al_b1500_007,,2.25.003,0,124,21,-,2348
435004010BB8,435004010BB8,Clay Paky,Alpha Beam 1500,S/N AZ006522,1.cp_al_b1500_004,,2.25.003,0,79,0,-,2641
435004010BCD,435004010BCD,Clay Paky,Alpha Beam 1500,S/N AZ006533,1.cp_al_b1500_009,,2.25.003,0,37,0,-,2304
435004010C12,435004010C12,Clay Paky,Alpha Beam 1500,S/N AZ006517,1.cp_al_b1500_006,,2.25.003,0,39,0,-,2811
435004010B9D,435004010B9D,Clay Paky,Alpha Beam 1500,S/N AZ006536,1.cp_al_b1500_008,,2.25.003,0,48,0,-,2349
435004010C22,435004010C22,Clay Paky,Alpha Beam 1500,S/N AZ006518,1.cp_al_b1500_010,,2.25.003,0,363,0,-,2597
435004010BCB,435004010BCB,Clay Paky,Alpha Beam 1500,S/N AZ006523,1.cp_al_b1500_002,,2.25.003,0,45,0,-,2635
4350040112A9,4350040112A9,Clay Paky,Alpha Beam 1500,S/N AZ006538,1.cp_al_b1500_005,,2.25.003,0,180,0,-,2071
4.35004E+11,435004011293,Clay Paky,Alpha Beam 1500,S/N AZ006535,1.cp_al_b1500_011,,2.25.003,0,1629,0,-,4544
4.35E+45,435004015E37,Clay Paky,Alpha Beam 1500,S/N AZ006534,1.cp_al_b1500_003,,2.25.003,0,136,1043,-,5559
435004010C15,435004010C15,Clay Paky,Alpha Beam 1500,S/N AZ006527,1.cp_al_b1500_001,,2.25.003,0,61,13,-,2320
435004010BBA,435004010BBA,Clay Paky,Alpha Beam 1500,S/N AZ006537,1.cp_al_b1500_012,,2.25.003,0,86,0,-,2650
435008010D24,435008010D24,Clay Paky,Alpha Profile 1500,S/N AZ007877,1.cp_al_pr1500_005,,2.24.004,0,892,976,-,5613
4.35008E+11,435008011340,Clay Paky,Alpha Profile 1500,S/N AZ002698,1.cp_al_pr1500_004,,2.25.003,0,594,0,-,6090
435008056F65,435008056F65,Clay Paky,Alpha Profile 1500,S/N AZ002702,1.cp_al_pr1500_003,,2.24.004,0,225,532,-,1155
435008010CEE,435008010CEE,Clay Paky,Alpha Profile 1500,S/N AZ007876,1.cp_al_pr1500_006,,2.24.004,0,80,1845,-,5097
4.35006E+11,435006011232,Clay Paky,Alpha Spot HPE 1500,S/N AA001750,1.cp_al_spot_002,,2.25.003,0,3138,484,-,4728
43500601128A,43500601128A,Clay Paky,Alpha Spot HPE 1500,S/N AA001706,1.cp_al_spot_007,,2.25.003,0,200,86,-,7074
4350060185FC,4350060185FC,Clay Paky,Alpha Spot HPE 1500,S/N AB016563/36,1.cp_al_spot_024,,2.25.003,0,3912,478,-,4744
4350060184D1,4350060184D1,Clay Paky,Alpha Spot HPE 1500,S/N AB016795,1.cp_al_spot_001,,2.25.003,0,4461,190,-,6580
4.35006E+11,435006011335,Clay Paky,Alpha Spot HPE 1500,S/N AA001631,1.cp_al_spot_011,,2.25.003,0,153,26,-,6067
4.35006E+11,435006011239,Clay Paky,Alpha Spot HPE 1500,S/N AA001628,1.cp_al_spot_023,,2.25.003,0,660,202,-,6711
43500605862B,43500605862B,Clay Paky,Alpha Spot HPE 1500,S/N AA001744,1.cp_al_spot_015,,2.25.003,0,36,210,-,252
4.35006E+11,435006018442,Clay Paky,Alpha Spot HPE 1500,S/N AB016517,1.cp_al_spot_021,,2.25.003,0,305,47,-,6267
4350060112B0,4350060112B0,Clay Paky,Alpha Spot HPE 1500,S/N AA001694,1.cp_al_spot_018,,2.25.003,0,3499,226,-,6644
43500601133E,43500601133E,Clay Paky,Alpha Spot HPE 1500,S/N AA001638,1.cp_al_spot_004,,2.25.003,0,696,56,-,7376
4.35006E+11,435006017092,Clay Paky,Alpha Spot HPE 1500,S/N AB012020,1.cp_al_spot_026,,2.25.003,0,7262,95,-,6415
43500601133F,43500601133F,Clay Paky,Alpha Spot HPE 1500,S/N AA001532,1.cp_al_spot_013,,2.25.003,0,176,119,-,7173
43500601123A,43500601123A,Clay Paky,Alpha Spot HPE 1500,S/N AA001705/10,1.cp_al_spot_012,,2.25.003,0,1101,0,-,6528
4.35006E+11,435006011281,Clay Paky,Alpha Spot HPE 1500,S/N AA001695,1.cp_al_spot_016,,2.25.003,0,486,154,-,7248
435006010C1D,435006010C1D,Clay Paky,Alpha Spot HPE 1500,S/N AA001745,1.cp_al_spot_014,,2.24.004,0,850,0,-,7309
4.35006E+11,435006011236,Clay Paky,Alpha Spot HPE 1500,S/N AA007626,1.cp_al_spot_017,,2.25.003,0,1079,117,-,5967
435006011A9E,435006011A9E,Clay Paky,Alpha Spot HPE 1500,S/N AA0013246,1.cp_al_spot_020,,2.25.003,0,202,175,-,7445
4.35E+37,435006015E29,Clay Paky,Alpha Spot HPE 1500,S/N AA001742,1.cp_al_spot_010,,2.25.003,0,4030,140,-,6150
43500601131C,43500601131C,Clay Paky,Alpha Spot HPE 1500,S/N AA00164,1.cp_al_spot_008,,2.25.003,0,329,176,-,7788
4.35006E+11,435006017128,Clay Paky,Alpha Spot HPE 1500,S/N AB016595/36,1.cp_al_spot_022,,2.25.003,0,141,191,-,6919
4350060185F4,4350060185F4,Clay Paky,Alpha Spot HPE 1500,S/N AB019193/47,1.cp_al_spot_025,,2.25.003,0,95,223,-,4495
4350060112A5,4350060112A5,Clay Paky,Alpha Spot HPE 1500,S/N AA001627,1.cp_al_spot_006,,2.25.003,0,3047,718,-,6690
43501801D61A,43501801D61A,Clay Paky,Alpha Spot QWO 800,S/N AC016503/38,1.cp_al_QWO_007,,2.25.004,0,709,1121,-,4643
435018050C3B,435018050C3B,Clay Paky,Alpha Spot QWO 800,S/N AC016502,1.cp_al_QWO_001,,2.25.003,0,266,1747,-,3351
43501801D92A,43501801D92A,Clay Paky,Alpha Spot QWO 800,S/N AC016856/38,1.cp_al_QWO_011,,2.25.003,0,400,1560,-,3692
43501801D5B3,43501801D5B3,Clay Paky,Alpha Spot QWO 800,S/N AC016534/38,1.cp_al_QWO_023,,2.25.004,0,1571,139,-,4306
43501805126C,43501805126C,Clay Paky,Alpha Spot QWO 800,S/N AC016855,1.cp_al_QWO_012,,2.25.004,0,156,176,-,4106
4.35E+09,4350180511E0,Clay Paky,Alpha Spot QWO 800,S/N AC016632/38,1.cp_al_QWO_016,,2.25.004,0,454,2244,-,4731
43501801D5B0,43501801D5B0,Clay Paky,Alpha Spot QWO 800,S/N AC016421/37,1.cp_al_QWO_002,,2.25.003,0,385,1472,-,3951
435018027AAF,435018027AAF,Clay Paky,Alpha Spot QWO 800,S/N AG010692,1.cp_al_QWO_025,,2.24.004,0,39,1034,-,1246
435018027AD2,435018027AD2,Clay Paky,Alpha Spot QWO 800,S/N AG010691,1.cp_al_QWO_028,,2.25.003,0,50,97,-,1613
43501805124D,43501805124D,Clay Paky,Alpha Spot QWO 800,S/N AC016474/38,1.cp_al_QWO_024,,2.24.004,0,11498,1414,-,3709
43501805126B,43501805126B,Clay Paky,Alpha Spot QWO 800,S/N AC016669/38,1.cp_al_QWO_022,,2.24.004,0,164,1845,-,4413
435018027AD6,435018027AD6,Clay Paky,Alpha Spot QWO 800,S/N AG010696,1.cp_al_QWO_026,,2.25.004,0,13,737,-,957
435018027ADE,435018027ADE,Clay Paky,Alpha Spot QWO 800,S/N AG010690,1.cp_al_QWO_0,,2.25.003,0,13,850,-,1082
43501801D918,43501801D918,Clay Paky,Alpha Spot QWO 800,S/N AC016441/1,1.cp_al_QWO_004,,2.25.004,0,100,1645,-,5210
43501801CD65,43501801CD65,Clay Paky,Alpha Spot QWO 800,S/N AC016420,1.cp_al_QWO_014,,2.24.004,0,1246,233,-,3165
43501805125F,43501805125F,Clay Paky,Alpha Spot QWO 800,S/N AG008382,1.cp_al_QWO_027,,2.25.004,0,1241,1351,-,2924
4.35018E+11,435018051263,Clay Paky,Alpha Spot QWO 800,S/N AC016497,1.cp_al_QWO_017,,2.25.004,0,311,1957,-,4244
435018050C39,435018050C39,Clay Paky,Alpha Spot QWO 800,S/N AC016479,1.cp_al_QWO_015,,2.25.003,0,327,1937,-,4551
435018050C1E,435018050C1E,Clay Paky,Alpha Spot QWO 800,S/N AC016768,1.cp_al_QWO_006,,2.25.004,0,226,2047,-,4561
43501801D5F4,43501801D5F4,Clay Paky,Alpha Spot QWO 800,S/N AC016497/39,1.cp_al_QWO_005,,2.25.003,0,208,2468,-,5050
43501805014D,43501805014D,Clay Paky,Alpha Spot QWO 800,S/N AC016531/38,1.cp_al_QWO_020,,2.24.004,0,265,419,-,3459
43501801D5B7,43501801D5B7,Clay Paky,Alpha Spot QWO 800,S/N AI002452,1.cp_al_QWO_021,,2.25.003,0,518,31,-,4097
43501805125C,43501805125C,Clay Paky,Alpha Spot QWO 800,,,,2.25.003,0,338,1662,-,5339
435020B00096,435020B00096,Clay Paky,Arolla Profile MP,S/N BA100478,1.cp_arolla_prof_mp_039,,V1.5,0,0,172,-,471
435020B00068,435020B00068,Clay Paky,Arolla Profile MP,S/N BA100452,1.cp_arolla_prof_mp_001,,V1.1,0,0,0,-,0
435020B00037,435020B00037,Clay Paky,Arolla Profile MP,S/N BA100510,1.cp_arolla_prof_mp_020,,V1.6,0,0,168,-,763
435020B0005B,435020B0005B,Clay Paky,Arolla Profile MP,S/N BA100444,1.cp_arolla_prof_mp_028,,V1.5,0,0,572,-,1607
435020B0004A,435020B0004A,Clay Paky,Arolla Profile MP,S/N BA100456,1.cp_arolla_prof_mp_038,,V1.5,0,0,384,-,1565
435020B00089,435020B00089,Clay Paky,Arolla Profile MP,S/N BA100513,1.cp_arolla_prof_mp_040,,V1.6,0,0,270,-,1271
435020B0007C,435020B0007C,Clay Paky,Arolla Profile MP,S/N BA100450,1.cp_arolla_prof_mp_018,,V1.6,0,0,180,-,576
435020B0003D,435020B0003D,Clay Paky,Arolla Profile MP,S/N BA100459,1.cp_arolla_prof_mp_009,,V1.5,0,0,209,-,885
435020B00094,435020B00094,Clay Paky,Arolla Profile MP,S/N BA100516,1.cp_arolla_prof_mp_034,,V1.1,0,0,0,-,0
435020B00041,435020B00041,Clay Paky,Arolla Profile MP,S/N BA100532,1.cp_arolla_prof_mp_031,,V1.5,0,0,22,-,142
435020B0002C,435020B0002C,Clay Paky,Arolla Profile MP,S/N BA100453,1.cp_arolla_prof_mp_003,,V1.5,0,0,218,-,1490
